company,stage,country,sector,funding_amount,investors_count,founded_year,status,last_funding_date,estimated_revenue,capital_efficiency,monthly_burn,runway_months,traction_index,rule_of_40
Cisco,Series A,USA,network_hosting,2500000.0,1.0,1984.0,ipo,1987-01-01,750000.0,0.3,104166.66666666667,12.0,0.08475620211763922,100.0
Grockit,Series A,USA,social,44700000.0,11.0,2006.0,acquired,2012-12-19,13410000.0,0.3,1862500.0,12.0,5.27550735443389,100.0
Signostics,Series B,USA,biotech,9000000.0,3.0,2005.0,operating,2010-04-07,4500000.0,0.5,300000.0,15.0,1.5171157334458703,90.0
Happy Studio,Series A,,,1950000.0,1.0,,operating,2013-08-01,585000.0,0.3,81250.0,12.0,2.754364312781961,100.0
Newswired,Angel,RUS,software,25000.0,,2013.0,operating,2013-10-01,2000.0,0.08,1388.888888888889,9.0,1.0194066064240799,79.0
eBooks in Motion,Angel,USA,ecommerce,335000.0,4.0,2012.0,operating,2013-11-16,26800.0,0.08,18611.11111111111,9.0,5.172077767070249,79.0
Yesweplay,Angel,ESP,sports,776340.0,,2012.0,operating,2012-01-01,62107.200000000004,0.08,43130.0,9.0,1.3694329621526435,79.0
Phreesia,Series C,USA,software,42650000.0,6.0,2005.0,operating,2010-08-03,34120000.0,0.8,1184722.2222222222,18.0,4.1827043334713006,75.0
Glider.io,Series A,NOR,messaging,100000.0,,,operating,2011-05-25,30000.0,0.3,4166.666666666667,12.0,2.186947799069089,100.0
Petizens.com,Angel,,web,250000.0,,2007.0,closed,2007-08-01,20000.0,0.08,13888.888888888889,9.0,0.19876351376209195,79.0
Omnisens,Series A,CHE,cleantech,5320000.0,1.0,1999.0,operating,2008-09-10,1596000.0,0.3,221666.66666666666,12.0,0.19902978321926162,100.0
Transilio,Series A,USA,other,350000.0,,,operating,2013-11-15,105000.0,0.3,14583.333333333334,12.0,2.426253931035389,100.0
Jukin Media,Series A,USA,news,562263.0,,2009.0,operating,2013-11-14,168678.9,0.3,23427.625,12.0,0.6199899099593135,100.0
Therma Flite,Series A,USA,nanotech,7500000.0,1.0,,operating,2013-11-17,2250000.0,0.3,312500.0,12.0,3.011685922915279,100.0
ideacts innovations,Series A,IND,software,5000000.0,1.0,,operating,2008-07-03,1500000.0,0.3,208333.33333333334,12.0,2.934232893803793,100.0
Shoulder Options,Series A,USA,hardware,500000.0,,,operating,2013-11-14,150000.0,0.3,20833.333333333332,12.0,2.4943869325287125,100.0
No Surprises Software,Series A,USA,software,1100000.0,,,operating,2013-11-15,330000.0,0.3,45833.333333333336,12.0,2.645000165737346,100.0
Dinetouch,Angel,USA,,100000.0,,2011.0,operating,2013-11-15,8000.0,0.08,5555.555555555556,9.0,0.5741792743937932,79.0
BTC China,Series A,CHN,finance,5000000.0,2.0,2011.0,operating,2013-11-18,1500000.0,0.3,208333.33333333334,12.0,2.934232893803793,100.0
21E6,Series A,USA,,5050000.0,,2013.0,operating,2013-11-17,1515000.0,0.3,210416.66666666666,12.0,2.9361336326092484,100.0
Salt Rights,Series A,,mobile,54000.0,2.0,,operating,2013-08-09,16200.0,0.3,2250.0,12.0,4.1507665575367385,100.0
Nutorious Nut Confections,Series A,USA,hospitality,585000.0,,2007.0,operating,2011-04-12,175500.0,0.3,24375.0,12.0,0.41049469531704186,100.0
Long Play,Series A,,,321650.0,,2012.0,operating,2013-11-17,96495.0,0.3,13402.083333333334,12.0,2.4101184068771286,100.0
Health Revenue Assurance Holdings,Series A,USA,analytics,5400000.0,1.0,2001.0,operating,2013-11-15,1620000.0,0.3,225000.0,12.0,0.23448600977465975,100.0
SurgiCount Medical,Series A,USA,hardware,7112500.0,,1959.0,operating,2011-04-12,2133750.0,0.3,296354.1666666667,12.0,0.043529739474469815,100.0
BOXX Technologies,Series C,USA,manufacturing,100000.0,,1996.0,operating,2011-04-12,80000.0,0.8,2777.777777777778,18.0,0.20332875802460765,75.0
Eubios Therapeutica Private Limited,Series A,,medical,600000.0,,,operating,2013-03-22,180000.0,0.3,25000.0,12.0,2.5292144838114887,100.0
Sensys Networks,,USA,mobile,14316502.0,4.0,2004.0,operating,2013-03-27,2863300.4000000004,0.20000000000000004,596520.9166666666,12.0,0.9203005017443286,55.0
Klappo Limited,Angel,GBR,software,650000.0,3.0,2009.0,operating,2013-11-18,52000.0,0.08,36111.11111111111,9.0,1.010432577958219,79.0
discoapi,Angel,ISR,search,150000.0,1.0,2013.0,operating,2013-11-18,12000.0,0.08,8333.333333333334,9.0,1.2019488382866932,79.0
Nanotech Semiconductor,Series A,GBR,semiconductor,13500000.0,2.0,2003.0,operating,2008-08-12,4050000.0,0.3,562500.0,12.0,0.6149676948168568,100.0
Qualtré,Series A,USA,hardware,30000000.0,3.0,2008.0,operating,2013-05-15,9000000.0,0.3,1250000.0,12.0,1.9609869442051902,100.0
Tactonic Technologies,Series A,USA,software,325000.0,,2010.0,operating,2011-04-08,97500.0,0.3,13541.666666666666,12.0,0.7958445378089776,100.0
iZ3D,Series A,USA,hardware,5000000.0,1.0,2007.0,operating,2008-12-02,1500000.0,0.3,208333.33333333334,12.0,0.4788038095453703,100.0
Mojave Networks,Series A,USA,mobile,5000000.0,2.0,2011.0,operating,2013-11-18,1500000.0,0.3,208333.33333333334,12.0,2.934232893803793,100.0
Ketto,Angel,IND,web,150000.0,1.0,,operating,2013-11-18,12000.0,0.08,8333.333333333334,9.0,1.2019488382866932,79.0
Ganymed Pharmaceuticals,Series C,DEU,biotech,57897000.0,3.0,,operating,2013-11-18,46317600.0,0.8,1608250.0,18.0,17.059582578333014,75.0
Veritract,Series A,USA,hardware,819500.0,,,operating,2011-04-05,245850.0,0.3,34145.833333333336,12.0,2.5887686186313297,100.0
AdorStyle,Series C,,,16500000.0,4.0,,operating,2013-10-31,13200000.0,0.8,458333.3333333333,18.0,21.15159241556186,75.0
SparkWords,Series A,USA,web,5000000.0,1.0,,operating,2008-09-08,1500000.0,0.3,208333.33333333334,12.0,2.934232893803793,100.0
CellCeuticals Skin Care,,USA,manufacturing,7585475.0,,2007.0,operating,2011-04-06,1517095.0,0.2,316061.4583333333,12.0,0.3239549526960181,55.0
CRESCEL,Series A,USA,manufacturing,300000.0,,2011.0,operating,2011-04-05,90000.0,0.3,12500.0,12.0,1.1922628243448588,100.0
UIEvolution,Series A,USA,software,17999996.0,3.0,2000.0,operating,2013-12-11,5399998.8,0.3,749999.8333333334,12.0,0.7241492850483793,100.0
Sinopsys Surgical,Series A,USA,medical,109998.0,,2011.0,operating,2011-04-06,32999.4,0.3,4583.25,12.0,1.096434361992426,100.0
PhantomAlert.com.,Series A,USA,software,100061.0,,2008.0,operating,2011-04-05,30018.3,0.3,4169.208333333333,12.0,0.42758725162991396,100.0
Aquacue,Series A,USA,manufacturing,150000.0,,,operating,2011-04-06,45000.0,0.3,6250.0,12.0,2.2644008281805745,100.0
Boonty,Series B,USA,games_video,10000000.0,4.0,2001.0,acquired,2005-07-07,5000000.0,0.5,333333.3333333333,15.0,1.3561276499939365,90.0
Doctor Evidence,,USA,medical,1500000.0,,2004.0,operating,2011-04-06,300000.0,0.2,62500.0,12.0,0.1889423480093872,55.0
AFreeze,Series A,AUT,hardware,2573200.0,,,operating,2013-11-18,771960.0,0.3,107216.66666666667,12.0,2.8073388903235004,100.0
WinLoot.com,Angel,USA,games_video,100000.0,1.0,2013.0,operating,2013-03-11,8000.0,0.08,5555.555555555556,9.0,1.1606405560939008,79.0
Valopaa,Series A,HMI,manufacturing,2573200.0,1.0,,operating,2013-11-18,771960.0,0.3,107216.66666666667,12.0,2.8073388903235004,100.0
SafeTool,Series A,SWE,security,4660000.0,1.0,,closed,2008-08-29,1398000.0,0.3,194166.66666666666,12.0,2.920780606373409,100.0
Ampex,Series A,USA,hardware,5000000.0,1.0,1944.0,operating,2008-10-03,1500000.0,0.3,208333.33333333334,12.0,0.030421107202527917,100.0
Xooker,Angel,USA,mobile,300000.0,,2013.0,operating,2013-10-15,24000.0,0.08,16666.666666666668,9.0,1.2725658131216036,79.0
ThePresent.Co,Series A,GBR,ecommerce,2640000.0,4.0,2012.0,operating,2012-07-01,792000.0,0.3,110000.0,12.0,11.28578420126126,100.0
AwoX,Series C,FRA,hardware,5070000.0,4.0,2003.0,operating,2008-11-17,4056000.0,0.8,140833.33333333334,18.0,1.953831773513711,75.0
Tbricks,Series A,SWE,software,5120000.0,1.0,2006.0,operating,2008-11-10,1536000.0,0.3,213333.33333333334,12.0,0.40929589204217676,100.0
MoPals,Series A,CAN,social,2250000.0,,2012.0,operating,2013-02-18,675000.0,0.3,93750.0,12.0,2.7816998185671404,100.0
Codasystem,Series A,,mobile,7623300.0,3.0,,operating,2008-09-01,2286990.0,0.3,317637.5,12.0,9.06896641749617,100.0
smartfundit.com,Series A,GBR,software,5170000.0,1.0,2006.0,closed,2008-12-04,1551000.0,0.3,215416.66666666666,12.0,0.40956109289915976,100.0
Vires Aeronautics,Series A,USA,manufacturing,960000.0,,2013.0,operating,2013-11-18,288000.0,0.3,40000.0,12.0,2.618995833798236,100.0
CyberCity 3D,Series A,USA,software,7850000.0,1.0,2008.0,operating,2009-12-03,2355000.0,0.3,327083.3333333333,12.0,0.5942541071011861,100.0
Farman,Angel,ITA,biotech,514640.0,1.0,,operating,2013-11-18,41171.200000000004,0.08,28591.11111111111,9.0,1.3275482669177876,79.0
Dimension Therapeutics,Series A,USA,biotech,5000000.0,,,operating,2013-11-18,1500000.0,0.3,208333.33333333334,12.0,2.934232893803793,100.0
WhisperText,Series B,,,18000000.0,5.0,,operating,2013-09-05,9000000.0,0.5,600000.0,15.0,21.26240005482586,90.0
Brain Parade,Series A,USA,software,700000.0,,2010.0,operating,2013-11-18,210000.0,0.3,29166.666666666668,12.0,0.8446989147460726,100.0
Sphere 3d,Series A,CAN,,319718.0,,2009.0,operating,2013-11-18,95915.4,0.3,13321.583333333334,12.0,0.5930303855007862,100.0
Azure Minerals,Series A,AUS,,2100000.0,,,operating,2013-11-18,630000.0,0.3,87500.0,12.0,2.7685206157777893,100.0
Revolutions Medical,,USA,health,1050000.0,,1996.0,operating,2011-03-25,210000.0,0.2,43750.0,12.0,0.09157665133167191,55.0
Pirate Brands,Series A,USA,ecommerce,4944976.0,,1987.0,operating,2011-04-01,1483492.8,0.3,206040.66666666666,12.0,0.10096418816525202,100.0
GigaPan,Series A,USA,photo_video,1000000.0,,2008.0,operating,2010-11-15,300000.0,0.3,41666.666666666664,12.0,0.5155331462237825,100.0
CloudCrowd,Series B,USA,enterprise,5100000.0,2.0,2009.0,operating,2010-08-13,2550000.0,0.5,170000.0,15.0,1.9545830939775917,90.0
Fishki,Angel,RUS,games_video,1200000.0,1.0,,operating,2013-11-18,96000.0,0.08,66666.66666666667,9.0,1.4137997627914247,79.0
Tangled,Angel,,local,30000.0,,2011.0,operating,2011-02-18,2400.0,0.08,1666.6666666666667,9.0,0.5128496465676232,79.0
Holograam,Angel,URY,advertising,25000.0,,,operating,2010-06-10,2000.0,0.08,1388.888888888889,9.0,1.0194066064240799,79.0
InvestGlass,Angel,CHE,finance,50000.0,,2013.0,operating,2013-11-19,4000.0,0.08,2777.777777777778,9.0,1.0900235812589905,79.0
Overlay Studio,Angel,USA,,800000.0,3.0,2013.0,operating,2013-09-01,64000.0,0.08,44444.444444444445,9.0,4.1420384564085255,79.0
Triviala,Series A,GBR,games_video,4014727.0,1.0,2008.0,operating,2008-01-01,1204418.0999999999,0.3,167280.29166666666,12.0,0.5686362785930376,100.0
WordRake,Series A,USA,software,1850000.0,,,operating,2011-04-05,555000.0,0.3,77083.33333333333,12.0,2.744308166049118,100.0
Yub,Series A,USA,ecommerce,12000000.0,9.0,2013.0,closed,2013-11-19,3600000.0,0.3,500000.0,12.0,28.011461514568754,100.0
TCAS Online,Angel,GBR,software,836290.0,2.0,2000.0,operating,2013-11-19,66903.2,0.08,46460.555555555555,9.0,0.201455409335754,79.0
United Pharmacy Partners (UPPI),Series A,USA,biotech,105000.0,,1998.0,operating,2011-04-05,31500.0,0.3,4375.0,12.0,0.13495464829325682,100.0
Go Pool and Spa,Angel,USA,ecommerce,107250.0,,,operating,2010-11-05,8580.0,0.08,5958.333333333333,9.0,1.167771292102173,79.0
WattOn,Angel,,,750000.0,1.0,,operating,2013-07-01,60000.0,0.08,41666.666666666664,9.0,1.3659163761318256,79.0
BTI Systems,Series A,CAN,software,102148270.0,12.0,2000.0,operating,2013-12-04,30644481.0,0.3,4256177.916666667,12.0,3.2395591451820014,100.0
SoundSenasation,Series A,USA,manufacturing,1675000.0,,1985.0,operating,2011-03-21,502500.0,0.3,69791.66666666667,12.0,0.08548969904006569,100.0
pfwaterworks,Series A,USA,manufacturing,600000.0,,,operating,2011-03-31,180000.0,0.3,25000.0,12.0,2.5292144838114887,100.0
BeMe Intimates,,USA,ecommerce,575000.0,,,operating,2013-11-18,115000.0,0.2,23958.333333333332,12.0,1.676629085875474,55.0
TRAKLOK,Series A,USA,hardware,821250.0,,,operating,2011-03-31,246375.0,0.3,34218.75,12.0,2.5891761027770364,100.0
WeissBeerger,Angel,ISR,analytics,1000000.0,1.0,2010.0,operating,2013-01-01,80000.0,0.08,55555.555555555555,9.0,0.45688701805377174,79.0
Hip Innovation Technology,Series A,USA,manufacturing,225000.0,,2011.0,operating,2011-03-21,67500.0,0.3,9375.0,12.0,1.164785924992873,100.0
Terma Software Labs,Series A,USA,software,23009.0,,,operating,2011-03-31,6902.7,0.3,958.7083333333334,12.0,1.9062810989291443,100.0
Atlas Spine,Series A,USA,biotech,3500000.0,,2001.0,operating,2011-03-18,1050000.0,0.3,145833.33333333334,12.0,0.22758315099508444,100.0
Radiant Zemax,,USA,hardware,26445026.0,,2011.0,operating,2011-03-18,5289005.2,0.2,1101876.0833333333,12.0,1.0759473363152616,55.0
EyeScience,Series A,USA,health,600000.0,,2007.0,operating,2011-03-18,180000.0,0.3,25000.0,12.0,0.41130074121331955,100.0
Tokita Investments,Angel,,consulting,5000.0,1.0,2013.0,operating,2013-09-26,400.0,0.08,277.77777777777777,9.0,0.8554390685789474,79.0
Unicotrip,Angel,ARG,travel,20000.0,1.0,2011.0,operating,2013-11-19,1600.0,0.08,1111.111111111111,9.0,0.4921955054712271,79.0
"makeena, inc.",Angel,USA,ecommerce,76455.0,,2013.0,operating,2013-07-07,6116.400000000001,0.08,4247.5,9.0,1.1332893842385203,79.0
Instapagar,Angel,BRA,finance,550000.0,1.0,2011.0,operating,2011-10-01,44000.0,0.08,30555.555555555555,9.0,0.6610180847545399,79.0
SecondHome,Angel,CAN,travel,600000.0,1.0,2012.0,operating,2012-11-01,48000.0,0.08,33333.333333333336,9.0,1.3431827879565141,79.0
Increasecard,Angel,ARG,,25000.0,1.0,2012.0,operating,2013-09-01,2000.0,0.08,1388.888888888889,9.0,1.0194066064240799,79.0
LiveExercise,Angel,USA,health,100000.0,1.0,2012.0,operating,2012-10-01,8000.0,0.08,5555.555555555556,9.0,1.1606405560939008,79.0
Arteriocyte Medical Systems,,USA,hardware,150000.0,,,operating,2011-03-23,30000.0,0.2,6250.0,12.0,1.505506549684945,55.0
EarDish,Series A,USA,music,700117.0,,,operating,2011-03-22,210035.1,0.3,29171.541666666668,12.0,2.558692684258358,100.0
Play It Gaming,Angel,,games_video,700000.0,,,operating,2013-11-19,56000.0,0.08,38888.88888888889,9.0,1.3588874679775047,79.0
Family Nation,Angel,ITA,hospitality,64330.0,1.0,2011.0,operating,2013-11-19,5146.400000000001,0.08,3573.8888888888887,9.0,0.5517076675533709,79.0
Nurigene,Series A,USA,fashion,3257600.0,,2010.0,operating,2011-03-31,977280.0,0.3,135733.33333333334,12.0,0.9426085841320758,100.0
Nerium Biotechnology,Series A,USA,biotech,288537.0,,,operating,2011-03-31,86561.09999999999,0.3,12022.375,12.0,2.3893655754947822,100.0
CommuniClique,Series A,USA,software,50000.0,,2006.0,operating,2010-01-20,15000.0,0.3,2083.3333333333335,12.0,0.2829784182022495,100.0
PF Management Services,Series A,USA,software,2500000.0,1.0,,operating,2013-11-19,750000.0,0.3,104166.66666666667,12.0,2.801826065988336,100.0
Sportgenic,Series B,USA,advertising,11489687.0,5.0,2005.0,acquired,2008-09-09,5744843.5,0.5,382989.56666666665,15.0,2.575591364521551,90.0
Neater Pet Brands,Series A,USA,pets,572751.0,,2006.0,operating,2011-03-15,171825.3,0.3,23864.625,12.0,0.34952056797587905,100.0
ZeroNines Technology,Series A,USA,software,3486110.0,,2000.0,operating,2008-03-16,1045833.0,0.3,145254.58333333334,12.0,0.20907355455813767,100.0
UV Memory Care,Series A,USA,,2005844.0,,2010.0,operating,2010-11-05,601753.2,0.3,83576.83333333333,12.0,0.9117313093004388,100.0
Scores Media Group,Series A,USA,other,3500000.0,,,operating,2011-11-01,1050000.0,0.3,145833.33333333334,12.0,2.86609989231047,100.0
CTIC Dakar,Series A,SEN,consulting,150000.0,,2011.0,operating,2013-11-19,45000.0,0.3,6250.0,12.0,1.1260594104371302,100.0
Cloudtop,Series A,,,1800000.0,10.0,,operating,2013-06-18,540000.0,0.3,75000.0,12.0,27.50128147314114,100.0
Bliss Healthcare,Series A,USA,biotech,500000.0,3.0,2009.0,operating,2011-02-08,150000.0,0.3,20833.333333333332,12.0,1.867719697569956,100.0
GameAccount Network,Series A,GBR,software,33638582.0,,,operating,2013-11-20,10091574.6,0.3,1401607.5833333333,12.0,3.2983671475345435,100.0
Forex Express,Series A,USA,finance,1000000.0,,2005.0,operating,2011-02-11,300000.0,0.3,41666.666666666664,12.0,0.3176024636499962,100.0
ProtectWise,Series A,,,3050000.0,1.0,2013.0,operating,2013-05-03,915000.0,0.3,127083.33333333333,12.0,2.8398110887270236,100.0
"Pricebook Co., Ltd.",Angel,,ecommerce,150000.0,1.0,2013.0,operating,2013-12-04,12000.0,0.08,8333.333333333334,9.0,1.2019488382866932,79.0
DRS Health,Series A,USA,biotech,281500.0,,2005.0,operating,2011-03-14,84450.0,0.3,11729.166666666666,12.0,0.2873343758109801,100.0
Power2Switch,Series A,USA,cleantech,1575000.0,5.0,2009.0,acquired,2011-12-05,472500.0,0.3,65625.0,12.0,3.3950290231688505,100.0
CardioGenics,Series A,CAN,biotech,1915575.0,,1997.0,operating,2011-02-09,574672.5,0.3,79815.625,12.0,0.16042073727205894,100.0
Outcomes Incorporated,Series A,USA,health,188375.0,,,operating,2011-03-14,56512.5,0.3,7848.958333333333,12.0,2.3079156715779585,100.0
Ayla,,USA,ecommerce,170000.0,,2010.0,operating,2011-03-04,34000.0,0.2,7083.333333333333,12.0,0.49896062241009365,55.0
Liquidations Enchere Limited,Angel,,ecommerce,150000.0,,2013.0,operating,2013-04-01,12000.0,0.08,8333.333333333334,9.0,1.2019488382866932,79.0
H2i Technologies,Series A,FRA,hardware,3954000.0,3.0,,closed,2008-07-18,1186200.0,0.3,164750.0,12.0,8.69275779311583,100.0
RewardIt.com,Angel,USA,web,330000.0,,2012.0,operating,2012-07-01,26400.0,0.08,18333.333333333332,9.0,1.282275895997964,79.0
crowdSPRING,Series A,USA,ecommerce,3000000.0,,2007.0,operating,2008-05-23,900000.0,0.3,125000.0,12.0,0.4625405967899235,100.0
MobileSnack,Series A,ESP,,2888200.0,1.0,,operating,2008-09-03,866460.0,0.3,120341.66666666667,12.0,2.829398801914425,100.0
Teedot,Angel,USA,software,600000.0,,2013.0,operating,2013-10-16,48000.0,0.08,33333.333333333336,9.0,1.3431827879565141,79.0
TakeCharge,,,cleantech,4000.0,,,operating,2013-11-20,800.0,0.2,166.66666666666666,12.0,1.0439523523311234,55.0
"Trajectory, Inc.",Angel,USA,analytics,1000000.0,1.0,2011.0,operating,2013-11-20,80000.0,0.08,55555.555555555555,9.0,0.691471530733815,79.0
QR Artist,Angel,CAN,software,350000.0,1.0,2011.0,operating,2013-05-01,28000.0,0.08,19444.444444444445,9.0,0.63799424291814,79.0
GBS,Series A,USA,software,7555000.0,,,ipo,2011-03-30,2266500.0,0.3,314791.6666666667,12.0,3.013081644443454,100.0
cWyze,Series A,USA,advertising,250000.0,,2010.0,operating,2011-02-07,75000.0,0.3,10416.666666666666,12.0,0.779138696700209,100.0
Prescient,Series A,USA,software,3000000.0,,2013.0,operating,2013-11-20,900000.0,0.3,125000.0,12.0,2.836653617271112,100.0
Nextwave Software,Angel,CAN,social,125000.0,,2012.0,operating,2013-11-20,10000.0,0.08,6944.444444444444,9.0,1.1833741442692125,79.0
PeerMe,Series A,USA,games_video,5000000.0,3.0,2004.0,closed,2005-01-01,1500000.0,0.3,208333.33333333334,12.0,0.9698896263970549,100.0
Auto I.D,Series A,USA,other,249947.0,,,operating,2013-11-19,74984.09999999999,0.3,10414.458333333334,12.0,2.3619396036131266,100.0
LMN-1,Series A,USA,health,5000000.0,,,operating,2011-02-08,1500000.0,0.3,208333.33333333334,12.0,2.934232893803793,100.0
Synereca Pharmaceuticals,Series A,USA,biotech,340000.0,,2009.0,operating,2011-02-08,102000.0,0.3,14166.666666666666,12.0,0.5959676580785089,100.0
Vitruvias Therapeutics,Series A,USA,biotech,750000.0,,,operating,2013-11-19,225000.0,0.3,31250.0,12.0,2.571839961640198,100.0
girnarsoft,Series A,IND,software,15000000.0,1.0,2007.0,operating,2013-11-20,4500000.0,0.3,625000.0,12.0,0.5137804523665275,100.0
QuickCheck Health,Series A,USA,hardware,264000.0,,2009.0,operating,2011-03-16,79200.0,0.3,11000.0,12.0,0.5838856404103889,100.0
Mixpanel,Series A,USA,analytics,12000000.0,8.0,2009.0,operating,2012-05-10,3600000.0,0.3,500000.0,12.0,6.215216553110368,100.0
Innate Pharma,Series D+,FRA,biotech,26117980.0,2.0,,operating,2013-11-20,26117980.0,1.0,725499.4444444445,18.0,13.036961678588298,75.0
Surgery Partners,Series A,USA,health,173111.0,,2000.0,operating,2011-03-16,51933.299999999996,0.3,7212.958333333333,12.0,0.1649530656023047,100.0
K-PAX Pharmaceuticals,Angel,USA,biotech,300000.0,,,operating,2011-03-16,24000.0,0.08,16666.666666666668,9.0,1.2725658131216036,79.0
Creoptix,Series A,CHE,automotive,3270120.0,1.0,2009.0,operating,2013-11-20,981036.0,0.3,136255.0,12.0,0.7040691247984456,100.0
DearJane,Angel,AUS,ecommerce,60000.0,1.0,2013.0,operating,2013-09-01,4800.0,0.08,3333.3333333333335,9.0,1.1085982752764711,79.0
Admittor,Angel,ISL,,19311.0,1.0,2011.0,operating,2010-09-06,1544.88,0.08,1072.8333333333333,9.0,0.49040970367830483,79.0
Carbylan BioSurgery,Series C,USA,medical,25999999.0,3.0,2005.0,operating,2013-01-03,20799999.200000003,0.8000000000000002,722222.1944444445,18.0,2.0261217881438744,75.00000000000001
Aliveshoes,Angel,,,19260.0,1.0,,operating,2013-04-02,1540.8,0.08,1070.0,9.0,0.9928319987931142,79.0
Yes.Tap,Angel,,,19299.0,1.0,2013.0,operating,2013-10-14,1543.92,0.08,1072.1666666666667,9.0,0.9930380867607157,79.0
Juvaris BioTherapeutics,Series B,USA,biotech,54030000.0,2.0,,operating,2010-04-12,27015000.0,0.5,1801000.0,15.0,9.057500020657898,90.0
AquAszero,Angel,,,19299.0,1.0,,operating,2013-11-11,1543.92,0.08,1072.1666666666667,9.0,0.9930380867607157,79.0
Weavly,Angel,AUT,,18852.0,1.0,,closed,2012-09-03,1508.16,0.08,1047.3333333333333,9.0,0.9906506321983708,79.0
Watly,Angel,IRL,,19299.0,1.0,,operating,2013-11-11,1543.92,0.08,1072.1666666666667,9.0,0.9930380867607157,79.0
ChemoCentryx,Series C,USA,biotech,80540000.0,8.0,1997.0,operating,2007-03-22,64432000.0,0.8,2237222.222222222,18.0,2.8855740620015746,75.0
Watcher Enterprises,Angel,NLD,,204299.0,1.0,2013.0,operating,2013-12-09,16343.92,0.08,11349.944444444445,9.0,1.2334242110068445,79.0
CeloNova,Series A,USA,biotech,20841869.0,,2000.0,operating,2011-02-15,6252560.7,0.3,868411.2083333334,12.0,0.2353491258890843,100.0
Voiceit,Angel,DEU,,20204.0,1.0,,operating,2013-01-27,1616.32,0.08,1122.4444444444443,9.0,0.9977069176262763,79.0
LookMedBook,Angel,RUS,health,1000000.0,,2013.0,operating,2012-10-01,80000.0,0.08,55555.555555555555,9.0,1.395225068773944,79.0
EngineLab,Series A,USA,software,456000.0,,,operating,2011-03-16,136800.0,0.3,19000.0,12.0,2.4767908237373097,100.0
SOLEM Electronique,Series A,FRA,hardware,5460000.0,2.0,1984.0,operating,2008-12-02,1638000.0,0.3,227500.0,12.0,0.1920853702265041,100.0
HazelTree,Series A,USA,finance,1500087.0,,2009.0,operating,2011-02-15,450026.1,0.3,62503.625,12.0,0.6668529616326272,100.0
Vidiowiki,Angel,,,18885.0,1.0,,closed,2012-07-01,1510.8,0.08,1049.1666666666667,9.0,0.9908288127594687,79.0
Doctor kinetic,Angel,NLD,,19713.0,1.0,,operating,2012-04-04,1577.04,0.08,1095.1666666666667,9.0,0.9952004670442731,79.0
Videostir,Angel,,,20204.0,1.0,2011.0,operating,2013-01-27,1616.32,0.08,1122.4444444444443,9.0,0.49271245515998097,79.0
Tela Innovations,Series C,USA,semiconductor,10250000.0,3.0,2005.0,operating,2011-02-10,8200000.0,0.8,284722.22222222225,18.0,1.9149921038233066,75.0
iSTAR Medical,Series A,BEL,medical,5146400.0,3.0,,operating,2013-11-21,1543920.0,0.3,214433.33333333334,12.0,8.8438011690295,100.0
Graceful Tables,Series A,USA,local,750000.0,,2010.0,operating,2011-03-15,225000.0,0.3,31250.0,12.0,0.8490919823425233,100.0
Evinance Innovation,Angel,CAN,,19616.0,1.0,,operating,2013-02-26,1569.28,0.08,1089.7777777777778,9.0,0.9946979238980221,79.0
TrialBee,Series A,SWE,,3237689.0,1.0,2010.0,operating,2013-12-05,971306.7,0.3,134903.70833333334,12.0,0.9422182022852577,100.0
VT Silicon,Series A,USA,semiconductor,8800000.0,1.0,2002.0,closed,2008-11-19,2640000.0,0.3,366666.6666666667,12.0,0.26540005237459774,100.0
Think Silicon,Angel,USA,,19299.0,1.0,2007.0,operating,2013-11-11,1543.92,0.08,1072.1666666666667,9.0,0.15527134170485746,79.0
Device Innovation Group,Series A,USA,biotech,4000000.0,,2012.0,operating,2011-02-14,1200000.0,0.3,166666.66666666666,12.0,2.891607415975084,100.0
FUELUP,Angel,NLD,,19260.0,1.0,,operating,2013-04-02,1540.8,0.08,1070.0,9.0,0.9928319987931142,79.0
VasSol,Series A,USA,health,928280.0,,1999.0,operating,2011-03-11,278484.0,0.3,38678.333333333336,12.0,0.17520795723035612,100.0
Thename.is,Angel,,,20204.0,1.0,2012.0,operating,2013-01-27,1616.32,0.08,1122.4444444444443,9.0,0.9977069176262763,79.0
Advestigo,Series B,FRA,software,5530000.0,3.0,2002.0,operating,2008-11-26,2765000.0,0.5,184333.33333333334,15.0,1.0661763261454527,90.0
Tag'By,Angel,,,19299.0,1.0,2011.0,operating,2013-10-14,1543.92,0.08,1072.1666666666667,9.0,0.4903780397272007,79.0
goAct,Angel,,,19616.0,1.0,,operating,2013-02-26,1569.28,0.08,1089.7777777777778,9.0,0.9946979238980221,79.0
Dentalink,Angel,CHL,software,250000.0,1.0,2010.0,operating,2012-10-01,20000.0,0.08,13888.888888888889,9.0,0.4098090348304981,79.0
SuperMama,Angel,,,21189.0,1.0,2012.0,operating,2011-09-05,1695.1200000000001,0.08,1177.1666666666667,9.0,1.002556506980564,79.0
FRH Consumer Services,Series A,USA,software,350000.0,,2008.0,operating,2011-02-15,105000.0,0.3,14583.333333333334,12.0,0.4754251803620264,100.0
Green Earth Aerogel Technologies,Angel,ESP,,19299.0,1.0,,operating,2013-11-11,1543.92,0.08,1072.1666666666667,9.0,0.9930380867607157,79.0
